,Alpha Dollar PnL,Net Futures Exposure
2018-01-15,504445.0,5.5
2018-01-16,503064.0,7.5
2018-01-17,512433.0,5.5
2018-01-18,510301.75,5.5
2018-01-19,513389.5,7.5
2018-01-21,513389.5,7.5
2018-01-22,521071.0,5.5
2018-01-23,524296.25,7.5
2018-01-24,524390.0,7.5
2018-01-25,523165.25,5.5
2018-01-26,531753.0,7.5
2018-01-28,531753.0,7.5
2018-01-29,524809.5,5.5
2018-01-30,518753.5,7.5
2018-01-31,519216.25,5.5
2018-02-01,515154.0,3.5
2018-02-02,505916.75,5.5
2018-02-04,505916.75,5.5
2018-02-05,480473.25,3.5
2018-02-06,483798.25,3.5
2018-02-07,484973.5,5.5
2018-02-08,458498.75,3.5
2018-02-09,461730.25,5.5
2018-02-11,461730.25,5.5
2018-02-12,471005.5,3.5
2018-02-13,472705.75,5.5
2018-02-14,482599.75,3.5
2018-02-15,487137.75,7.5
2018-02-16,492575.25,7.5
2018-02-19,492575.25,7.5
2018-02-20,482163.0,5.5
2018-02-21,483738.25,7.5
2018-02-22,477451.0,5.5
2018-02-23,489344.75,5.5
2018-02-25,489344.75,5.5
2018-02-26,498488.5,5.5
2018-02-27,491676.25,7.5
2018-02-28,480695.5,3.5
2018-03-01,472595.75,5.5
2018-03-02,475552.0,5.5
2018-03-04,475552.0,5.5
2018-03-05,486345.75,5.5
2018-03-06,486339.75,7.5
2018-03-07,487359.0,3.5
2018-03-08,487178.0,5.5
2018-03-09,501534.75,5.5
2018-03-11,501534.75,5.5
2018-03-12,504422.25,5.5
2018-03-13,495753.75,7.5
2018-03-14,491284.5,5.5
2018-03-15,491416.0,7.5
2018-03-16,494128.75,5.5
2018-03-18,494128.75,5.5
2018-03-19,480922.75,3.5
2018-03-20,482316.75,5.5
2018-03-21,483479.5,3.5
2018-03-22,470042.25,5.5
2018-03-23,455742.25,5.5
2018-03-25,455742.25,5.5
2018-03-26,473267.5,3.5
2018-03-27,463767.75,5.5
2018-03-28,465686.75,3.5
2018-03-29,472118.0,3.5
2018-04-01,472118.0,3.5
2018-04-02,458637.0,5.5
2018-04-03,469837.25,3.5
2018-04-04,474944.0,7.5
2018-04-05,483944.0,7.5
2018-04-06,460031.75,5.5
2018-04-08,460031.75,5.5
2018-04-09,467175.75,7.5
2018-04-10,478976.25,3.5
2018-04-11,476389.0,5.5
2018-04-12,482776.75,7.5
2018-04-13,477702.25,3.5
2018-04-15,477702.25,3.5
2018-04-16,482284.0,7.5
2018-04-17,493615.75,3.5
2018-04-18,493747.0,3.5
2018-04-19,490628.75,7.5
2018-04-20,479841.5,5.5
2018-04-22,479841.5,5.5
2018-04-23,480798.0,7.5
2018-04-24,464016.75,7.5
2018-04-25,466729.5,5.5
2018-04-26,476480.0,5.5
2018-04-27,477367.75,3.5
2018-04-29,477367.75,3.5
2018-04-30,474993.25,7.5
2018-05-01,471337.0,7.5
2018-05-02,466174.75,5.5
2018-05-03,464312.5,7.5
2018-05-04,478269.25,3.5
2018-05-06,478269.25,3.5
2018-05-07,478838.0,3.5
2018-05-08,478657.0,5.5
2018-05-09,486144.75,3.5
2018-05-10,490776.25,5.5
2018-05-11,492220.0,5.5
2018-05-13,492220.0,5.5
2018-05-14,492901.5,3.5
2018-05-15,488602.0,7.5
2018-05-16,494783.5,5.5
2018-05-17,494571.25,3.5
2018-05-18,493640.5,7.5
2018-05-20,493640.5,7.5
2018-05-21,500003.5,3.5
2018-05-22,499035.0,5.5
2018-05-23,499504.25,5.5
2018-05-24,499085.75,3.5
2018-05-25,497805.0,7.5
2018-05-28,497805.0,7.5
2018-05-29,487111.5,5.5
2018-05-30,496249.25,7.5
2018-05-31,490337.0,5.5
2018-06-01,497274.75,3.5
2018-06-03,497274.75,3.5
2018-06-04,499631.25,5.5
2018-06-05,500244.0,3.5
2018-06-06,503481.5,3.5
2018-06-07,503913.0,5.5
2018-06-08,506382.0,3.5
2018-06-10,506382.0,3.5
2018-06-11,508038.5,5.5
2018-06-12,506932.5,3.5
2018-06-13,506149.75,5.5
2018-06-14,507450.0,7.5
2018-06-15,504912.75,5.5
2018-06-17,504912.75,5.5
2018-06-18,503463.0,7.5
2018-06-19,498119.25,7.5
2018-06-20,502238.25,5.5
2018-06-21,495288.5,7.5
2018-06-22,501470.0,5.5
2018-06-24,501470.0,5.5
2018-06-25,489026.25,5.5
2018-06-26,491289.0,7.5
2018-06-27,484908.0,5.5
2018-06-28,487102.0,7.5
2018-06-29,491314.75,5.5
2018-07-01,491314.75,5.5
2018-07-02,489102.75,1.5
2018-07-03,488434.5,5.5
2018-07-04,488434.5,5.5
2018-07-05,494885.0,1.5
2018-07-06,496566.5,3.5
2018-07-08,496566.5,3.5
2018-07-09,501160.25,3.5
2018-07-10,502685.5,1.5
2018-07-11,501548.5,5.5
2018-07-12,506486.5,1.5
2018-07-13,506899.0,1.5
2018-07-15,506899.0,1.5
2018-07-16,506605.75,5.5
2018-07-17,510718.75,1.5
2018-07-18,510956.5,3.5
2018-07-19,509113.0,5.5
2018-07-20,508419.5,3.5
2018-07-22,508419.5,3.5
2018-07-23,509151.25,3.5
2018-07-24,510370.25,1.5
2018-07-25,512258.0,3.5
2018-07-26,511733.0,3.5
2018-07-27,508308.5,3.5
2018-07-29,508308.5,3.5
2018-07-30,505496.5,7.5
2018-07-31,511578.25,3.5
2018-08-01,511053.25,3.5
2018-08-02,513278.5,5.5
2018-08-03,516228.75,3.5
2018-08-05,516228.75,3.5
2018-08-06,518147.75,5.5
2018-08-07,520622.75,5.5
2018-08-08,521029.25,3.5
2018-08-09,520273.5,7.5
2018-08-10,511830.0,5.5
2018-08-12,511830.0,5.5
2018-08-13,509417.75,3.5
2018-08-14,512162.0,7.5
2018-08-15,505031.0,5.5
2018-08-16,510450.25,5.5
2018-08-17,513875.75,5.5
2018-08-19,513875.75,5.5
2018-08-20,515732.0,5.5
2018-08-21,516963.5,7.5
2018-08-22,516588.5,7.5
2018-08-23,513295.25,3.5
2018-08-24,516870.75,7.5
2018-08-26,516870.75,7.5
2018-08-27,524364.75,5.5
2018-08-28,524565.0,7.5
2018-08-29,531871.5,5.5
2018-08-30,527746.5,5.5
2018-08-31,527665.75,5.5
2018-09-03,527665.75,5.5
2018-09-04,525734.75,3.5
2018-09-05,524591.25,5.5
2018-09-06,522866.5,3.5
2018-09-07,521291.5,3.5
2018-09-09,521291.5,3.5
2018-09-10,522729.25,5.5
2018-09-11,524779.75,5.5
2018-09-12,525323.75,7.5
2018-09-13,529448.75,7.5
2018-09-14,531411.5,5.5
2018-09-16,531411.5,5.5
2018-09-17,527137.0,5.5
2018-09-18,531462.25,3.5
2018-09-19,532035.75,5.5
2018-09-20,538148.5,7.5
2018-09-21,537298.75,5.5
2018-09-23,537298.75,5.5
2018-09-24,534330.5,5.5
2018-09-25,533705.75,3.5
2018-09-26,532349.5,3.5
2018-09-27,533174.75,5.5
2018-09-28,532956.5,5.5
